1355843172000,Cable1_789,0.3132
1355846773000,Cable1_789,0.235
1355850374000,Cable1_789,-0.0868
1355853975000,Cable1_789,-0.1724
1355857576000,Cable1_789,-0.038
1355861177000,Cable1_789,-0.1733
1355864778000,Cable1_789,0.0784
1355868379000,Cable1_789,0.1176
1355871980000,Cable1_789,-0.0487
1355875581000,Cable1_789,0.18
1355879182000,Cable1_789,0.4662
1355882783000,Cable1_789,0.3892
1355886384000,Cable1_789,0.0114
1355889985000,Cable1_789,0.3162
1355893586000,Cable1_789,0.2812
1355897187000,Cable1_789,0.3008
1355900788000,Cable1_789,0.5179
1355904389000,Cable1_789,0.5571
1355907990000,Cable1_789,0.2782
1355911591000,Cable1_789,0.2653
1355915192000,Cable1_789,0.3966
1355918793000,Cable1_789,0.38
1355922394000,Cable1_789,0.4218
1355925995000,Cable1_789,0.3122
1355929596000,Cable1_789,0.6002
1355933197000,Cable1_789,0.679
1355936798000,Cable1_789,0.4966
1355940399000,Cable1_789,0.6717
1355944000000,Cable1_789,0.4868
1355947601000,Cable1_789,-0.0339
1355951202000,Cable1_789,0.5763
1355954803000,Cable1_789,0.3677
1355958404000,Cable1_789,0.6232
1355962005000,Cable1_789,0.1759
1355965606000,Cable1_789,0.5951
1355969207000,Cable1_789,0.5049
1355972808000,Cable1_789,0.4258
1355976409000,Cable1_789,0.6872
1355980010000,Cable1_789,0.4274
1355983611000,Cable1_789,0.3151
1355987212000,Cable1_789,0.6386
1355990813000,Cable1_789,0.3633
1355994414000,Cable1_789,0.4354
1355998015000,Cable1_789,0.3146
1356001616000,Cable1_789,0.3825
1356005217000,Cable1_789,0.5448
1356008818000,Cable1_789,0.7699
1356012419000,Cable1_789,0.6735
1356016020000,Cable1_789,0.5627
1356019621000,Cable1_789,0.4422
1356023222000,Cable1_789,0.3858
1356026823000,Cable1_789,0.4754
1356030424000,Cable1_789,0.2015
1356034025000,Cable1_789,0.3429
1356037626000,Cable1_789,0.687
1356041227000,Cable1_789,0.5543
1356044828000,Cable1_789,0.1178
1356048429000,Cable1_789,-0.1386
1356052030000,Cable1_789,0.1067
1356055631000,Cable1_789,0.2938
1356059232000,Cable1_789,0.4466
1356062833000,Cable1_789,0.4865
1356066434000,Cable1_789,0.3161
1356070035000,Cable1_789,0.1803
1356073636000,Cable1_789,0.2657
1356077237000,Cable1_789,0.2849
1356080838000,Cable1_789,0.5996
1356084439000,Cable1_789,0.0259
1356088040000,Cable1_789,0.0751
1356091641000,Cable1_789,0.0236
1356095242000,Cable1_789,0.0559
